"DVD_Title","Studio","Released","Status","Sound","Versions","Price","Rating","Year","Genre","Aspect","UPC","DVD_ReleaseDate","ID","Timestamp","Updated"
"My Life As A Dead Girl","House Lights Media",2017-04-18 00:00:00,"Pending","2.0","LBX, 16:9",19.99,"NR","2015","Suspense/Thriller","1.78:1","855332003317",2017-04-18 00:00:00,298506,2017-01-29 00:00:00,"0"
"Nebraska (Paramount)","Paramount",,"Out","3.0","LBX, 16:9",12.99,"R","2013","Action/Adventure","2.35:1","032429257543",2017-01-24 00:00:00,296630,2017-01-24 00:00:00,"1"
"Nebraska (Paramount/ Blu-ray)","Paramount",,"Out","3.0 DTS-HD","LBX, 16:9, BLU-RAY",15.99,"R","2013","Action/Adventure","2.35:1","032429257550",2017-01-24 00:00:00,296649,2017-01-24 00:00:00,"1"
"News From Planet Mars","Kino Lorber",,"Out","SUB","LBX, 16:9",29.95,"NR","2016","Foreign","1.85:1","738329211875",2017-01-24 00:00:00,297154,2017-01-24 00:00:00,"1"
"No Strings Attached (2011/ Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2011","Comedy","1.85:1","032429257574",2017-01-24 00:00:00,296643,2017-01-24 00:00:00,"1"
"Norbit (DreamWorks/ Widescreen)","DreamWorks",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2007","Comedy","1.85:1","032429257598",2017-01-24 00:00:00,296635,2017-01-24 00:00:00,"1"
"Odd Squad: The Movie","PBS",,"Out","2.0","LBX, 16:9",6.99,"NR","2016","Family","1.78:1","841887030724",2017-01-24 00:00:00,295979,2017-01-24 00:00:00,"1"
"Old School (DreamWorks/ Widescreen/ Unrated Version)","DreamWorks",,"Out","5.1","LBX, 16:9",6.99,"UR","2003","Comedy","2.35:1","032429257635",2017-01-24 00:00:00,296615,2017-01-24 00:00:00,"1"
"Old School (DreamWorks/ Widescreen/ Unrated Version/ Blu-ray)","DreamWorks",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",12.99,"UR","2003","Comedy","2.35:1","032429257642",2017-01-24 00:00:00,296626,2017-01-24 00:00:00,"1"
"Operation Chromite","CJ Entertainment",,"Out","2.0","LBX, 16:9",17.99,"NR","2016","Action/Adventure","1.85:1","851339004579",2017-01-24 00:00:00,297259,2017-01-24 00:00:00,"1"
"Operation Chromite (Blu-ray)","CJ Entertainment",,"Out","2.0","LBX, 16:9, BLU-RAY",19.99,"NR","2016","Action/Adventure","1.85:1","851339004586",2017-01-24 00:00:00,297248,2017-01-24 00:00:00,"1"
"Pain & Gain (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2013","Comedy","2.35:1","032429257659",2017-01-24 00:00:00,296711,2017-01-24 00:00:00,"1"
"Pain & Gain (Paramount/ Blu-ray)","Paramount",,"Out","7.1 TRUEHD","LBX, 16:9, BLU-RAY",12.99,"R","2013","Comedy","2.35:1","032429257666",2017-01-24 00:00:00,296722,2017-01-24 00:00:00,"1"
"Parson's Widow: They Caught The Ferry  / Thorvaldsen: Denmark's Great Sculptor (On Demand DVD-R)","Flicker Alley",,"Out","2.0","4:3",19.95,"NR","VAR","Foreign","1.33:1","818522016146",2017-01-25 00:00:00,298502,2017-01-29 00:00:00,"0"
"Passage To Mars","Sundance Selects",,"Out","2.0","LBX, 16:9",24.98,"NR","2016","Documentary","1.85:1","030306947792",2017-01-24 00:00:00,296397,2017-01-24 00:00:00,"1"
"Peanuts By Schulz: Snoopy Tales","Warner Brothers",,"Out","2.0","LBX, 16:9",18.94,"NR","UNK","Animation","1.78:1","883929575367",2017-01-24 00:00:00,297156,2017-01-24 00:00:00,"1"
"Polar Bear Town: Season 1","PBS",,"Out","2.0","LBX, 16:9",29.99,"NR","2015","Documentary","1.78:1","841887030694",2017-01-24 00:00:00,295862,2017-01-24 00:00:00,"1"
"Poltergeist II: The Other Side (Shout! Factory/ Blu-ray/ Collector's Edition)","Shout! Factory",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",34.93,"PG-13","1986","Horror","VAR","826663172652",2017-01-24 00:00:00,296783,2017-01-24 00:00:00,"1"
"Poltergeist III (Shout! Factory/ Blu-ray/ Collector's Edition)","Shout! Factory",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",34.93,"PG-13","1988","Horror","1.85:1","826663172669",2017-01-24 00:00:00,296788,2017-01-24 00:00:00,"1"
"Population Zero","Virgil Films and Entertainment",,"Out","2.0","LBX, 16:9",19.99,"NR","2016","Suspense/Thriller","1.85:1","829567123324",2017-01-24 00:00:00,296798,2017-01-24 00:00:00,"1"
"Pound Puppies: Lucky Time","Shout! Factory",2017-04-18 00:00:00,"Pending","2.0","LBX, 16:9",12.99,"NR","UNK","Animation","1.78:1","826663174632",2017-04-18 00:00:00,298390,2017-01-24 00:00:00,"0"
"Power Rangers: Gekisou Sentai Carranger: The Complete Series","Shout! Factory",2017-04-25 00:00:00,"Pending","2.0","4:3",59.97,"NR","1996","TV Classics","1.33:1","826663174649",2017-04-25 00:00:00,298403,2017-01-24 00:00:00,"0"
"Pretty In Pink (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","1986","Drama","1.85:1","032429257758",2017-01-24 00:00:00,296666,2017-01-24 00:00:00,"1"
"Pretty Little Liars: The Complete 1st & 2nd Seasons","Warner Brothers",,"Out","2.0","LBX, 16:9",39.99,"NR","VAR","TV Classics","1.78:1","883929536283",2016-02-23 00:00:00,288775,2017-01-26 00:00:00,"1"
"Pretty Little Liars: The Complete 3rd & 4th Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","2.0","LBX, 16:9",24.98,"NR","VAR","TV Classics","1.78:1","883929577965",2017-02-07 00:00:00,298413,2017-01-26 00:00:00,"0"
"Prince Of Stride: Alternative: The Complete Series (DVD & Blu-ray Combo)","FUNimation",2017-04-25 00:00:00,"Pending","SUB","LBX, 16:9, BLU-RAY",64.98,"MA13","2016","Anime","1.85:1","704400078651",2017-04-25 00:00:00,298437,2017-01-26 00:00:00,"0"
"Project Almanac (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2014","SciFi","2.35:1","032429257772",2017-01-24 00:00:00,296706,2017-01-24 00:00:00,"1"
"Puccini Turandot: Nina Stemme / Maria Agresta / Aleksandrs Antonenko: Ricardo Chailly: Teatro Alla Scala","Decca",,"Out","2.0","LBX, 16:9",22.98,"NR","UNK","Opera","1.78:1","044007439371",2017-01-27 00:00:00,297720,2017-01-24 00:00:00,"1"
"Puccini Turandot: Nina Stemme / Maria Agresta / Aleksandrs Antonenko: Ricardo Chailly: Teatro Alla Scala (Blu-ray)","Decca",,"Out","2.0","LBX, 16:9, BLU-RAY",31.98,"NR","UNK","Opera","1.78:1","044007439388",2017-01-27 00:00:00,297723,2017-01-24 00:00:00,"1"
"Punching Henry (a.k.a. And Punching The Clown/ Blu-ray)","Well Go USA",2017-04-18 00:00:00,"Pending","2.0","LBX, 16:9, BLU-RAY",29.98,"NR","2016","Comedy","1.85:1","812491018156",2017-04-18 00:00:00,298489,2017-01-29 00:00:00,"0"
"Rango (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG","2011","Animation","2.35:1","032429257796",2017-01-24 00:00:00,296690,2017-01-24 00:00:00,"1"
"Rango (Paramount/ Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",12.99,"PG","2011","Animation","2.35:1","032429257802",2017-01-24 00:00:00,296701,2017-01-24 00:00:00,"1"
"Ranma 1/2: OVA & Movie Collection","Viz Entertainment",2017-03-07 00:00:00,"Pending","SUB","4:3",39.99,"VAR","VAR","Anime","1.33:1","782009244646",2017-03-07 00:00:00,298486,2017-01-29 00:00:00,"0"
"Ranma 1/2: OVA & Movie Collection (Blu-ray)","Viz Entertainment",2017-03-07 00:00:00,"Pending","SUB","4:3, BLU-RAY",54.97,"VAR","VAR","Anime","1.33:1","782009244639",2017-03-07 00:00:00,298482,2017-01-29 00:00:00,"0"
"Red Hot Tires (Archive Collection/ On Demand DVD-R)","Warner Brothers Digital Dist.",2017-01-31 00:00:00,"Pending","2.0","4:3",21.99,"NR","1935","Drama","1.33:1","888574462130",2017-01-31 00:00:00,298457,2017-01-26 00:00:00,"0"
"Return Of Kung Fu Trailers Of Fury","Severin",2017-03-14 00:00:00,"Pending","SUB","LBX, 16:9",19.95,"NR","2017","Foreign","VAR","663390001448",2017-03-14 00:00:00,298433,2017-01-26 00:00:00,"0"
"Return Of Kung Fu Trailers Of Fury (Blu-ray)","Severin",2017-03-14 00:00:00,"Pending","SUB","LBX, 16:9, BLU-RAY",24.95,"NR","2017","Foreign","VAR","663390001431",2017-03-14 00:00:00,298416,2017-01-26 00:00:00,"0"
"Road To Perdition (DreamWorks/ Widescreen)","DreamWorks",,"Out","5.1","LBX, 16:9",6.99,"R","2002","Thriller","2.35:1","032429257826",2017-01-24 00:00:00,296721,2017-01-24 00:00:00,"1"
"Road Trip Unrated Trilogy (Paramount)): Road Trip / Road Trip II: Beer Pong / EuroTrip","Paramount",,"Out","5.1","LBX, 16:9",12.99,"UR","VAR","Comedy","1.85:1","032429261465",2017-01-24 00:00:00,296669,2017-01-24 00:00:00,"1"
"Robot Wars (1993)","Full Moon",,"Out","2.0","4:3",9.95,"PG","1993","SciFi","1.33:1","859831003403",2013-01-29 00:00:00,264218,2017-01-29 00:00:00,"1"
"Robot Wars (1993/ Alternate UPC)","Full Moon",,"Out","2.0","4:3",9.95,"PG","1993","SciFi","1.33:1","859831003410",2013-01-29 00:00:00,238127,2017-01-29 00:00:00,"1"
"Robot Wars (2016)","Breaking Glass Pictures",2017-04-11 00:00:00,"Pending","2.0","LBX, 16:9",24.99,"NR","2016","SciFi","1.85:1","855114005942",2017-04-11 00:00:00,298496,2017-01-29 00:00:00,"0"
"Rugrats Movie (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"G","1998","Animation","1.85:1","032429257901",2017-01-24 00:00:00,296676,2017-01-24 00:00:00,"1"
"Rugrats: The Trilogy Movie Collection (Paramount): Rugrats Go Wild! / Rugrats In Paris: The Movie / Rugrats Movie","Paramount",,"Out","5.1","LBX, 16:9",14.99,"VAR","VAR","Animation","VAR","032429261366",2017-01-24 00:00:00,296736,2017-01-24 00:00:00,"1"
"Ruins Of Lifta","First Run Features",2017-04-04 00:00:00,"Pending","2.0","LBX, 16:9",24.95,"NR","2016","Documentary","1.85:1","720229917308",2017-04-04 00:00:00,298440,2017-01-26 00:00:00,"0"
"Sabotage (1939)","Olive Films",,"Out","2.0","4:3",19.95,"NR","1939","Drama","1.37:1","887090131117",2017-01-24 00:00:00,297643,2017-01-24 00:00:00,"1"
"Sabotage (1939/ Blu-ray)","Olive Films",,"Out","2.0","4:3, BLU-RAY",29.95,"NR","1939","Drama","1.37:1","887090131216",2017-01-24 00:00:00,297594,2017-01-24 00:00:00,"1"
"Sabrina (1954/ Paramount)","Paramount",,"Out","2.0","4:3",6.99,"NR","1954","Comedy","1.33:1","032429257932",2017-01-24 00:00:00,296677,2017-01-24 00:00:00,"1"
"Samuel L. Jackson 4-Film Collection: Rules Of Engagement / Shaft / Coach Carter / Changing Lanes","Paramount",,"Out","5.1","LBX, 16:9",14.99,"VAR","VAR","VAR","VAR","032429261380",2017-01-24 00:00:00,295488,2017-01-24 00:00:00,"1"
"Save The Last Dance (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2001","Drama","1.85:1","032429257994",2017-01-24 00:00:00,296737,2017-01-24 00:00:00,"1"
"Saving Banksy","Regime Music Group",,"Out","2.0","4:3",19.98,"NR","2014","Documentary","1.33:1","889854023195",2017-01-27 00:00:00,297702,2017-01-24 00:00:00,"1"
"School Of Rock (Paramount/ Widescreen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2003","Comedy","1.85:1","032429258014",2017-01-24 00:00:00,296695,2017-01-24 00:00:00,"1"
"Sect (Blu-ray/ On Demand DVD-R)","FilmRise",,"Out","2.0","LBX, 16:9, BLU-RAY",24.99,"NR","2014","Foreign","1.78:1","889290632852",2017-01-10 00:00:00,298396,2017-01-24 00:00:00,"0"
"Sect (On Demand DVD-R)","FilmRise",,"Out","2.0","LBX, 16:9",18.99,"NR","2014","Foreign","1.78:1","889290632814",2017-01-10 00:00:00,298382,2017-01-24 00:00:00,"0"
"Selma (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",15.99,"PG-13","2014","Drama","2.35:1","032429258052",2017-01-24 00:00:00,296688,2017-01-24 00:00:00,"1"
"Selma (Paramount/ Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",21.99,"PG-13","2014","Drama","2.35:1","032429258069",2017-01-24 00:00:00,296724,2017-01-24 00:00:00,"1"
"Sesame Street: Elmo & Cookie Monster Supersized Fun","Sesame Street",2017-04-04 00:00:00,"Pending","2.0","LBX, 16:9",14.97,"NR","UNK","Family","1.78:1","858064006038",2017-04-04 00:00:00,298407,2017-01-24 00:00:00,"0"
"Shadows Collection: 8 Movies","Echo Bridge",2017-04-04 00:00:00,"Pending","2.0","VAR",14.99,"VAR","VAR","Horror","VAR","096009462345",2017-04-04 00:00:00,298425,2017-01-26 00:00:00,"0"
"Shameless (2011): The Complete 1st & 2nd Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","5.1","LBX, 16:9",39.99,"NR","VAR","TV Classics","1.78:1","883929577880",2017-02-07 00:00:00,298460,2017-01-26 00:00:00,"0"
"Shameless (2011): The Complete 3rd & 4th Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","5.1","LBX, 16:9",39.99,"NR","VAR","TV Classics","1.78:1","883929577972",2017-02-07 00:00:00,298412,2017-01-26 00:00:00,"0"
"Shawshank Redemption / Green Mile","Warner Brothers",2017-02-07 00:00:00,"Pending","VAR","LBX, 16:9",9.97,"R","VAR","Drama","1.85:1","883929579068",2017-02-07 00:00:00,298448,2017-01-26 00:00:00,"0"
"She's The Man (Paramount/ Widescreen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2006","Comedy","1.85:1","032429258106",2017-01-24 00:00:00,296681,2017-01-24 00:00:00,"1"
"Sherlock: Season 4","BBC Home Video",,"Out","5.1","LBX, 16:9",29.98,"NR","2016","TV Classics","1.78:1","883929543526",2017-01-24 00:00:00,297600,2017-01-24 00:00:00,"1"
"Sherlock: Season 4 (Blu-ray)","BBC Home Video",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",39.99,"NR","2016","TV Classics","1.78:1","883929543519",2017-01-24 00:00:00,297622,2017-01-24 00:00:00,"1"
"Shooter (Paramount/ Widescreen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2007","Action/Adventure","2.35:1","032429258120",2017-01-24 00:00:00,296726,2017-01-24 00:00:00,"1"
"Shooter (Paramount/ Widescreen/ Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",12.99,"R","2007","Action/Adventure","2.35:1","032429258137",2017-01-24 00:00:00,296720,2017-01-24 00:00:00,"1"
"Shutter Island (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2010","Suspense/Thriller","2.35:1","032429258144",2017-01-24 00:00:00,296671,2017-01-24 00:00:00,"1"
"Silent Witness (1996): Season 18","BBC Home Video",2017-04-04 00:00:00,"Pending","2.0","LBX, 16:9",34.98,"NR","2015","TV Classics","1.78:1","883929478682",2017-04-04 00:00:00,298490,2017-01-29 00:00:00,"0"
"Silver River (Archive Collection/ On Demand DVD-R)","Warner Brothers Digital Dist.",2017-01-31 00:00:00,"Pending","2.0","4:3",21.99,"NR","1948","Western","1.33:1","888574462154",2017-01-31 00:00:00,298426,2017-01-26 00:00:00,"0"
"Smallville: The Complete 1st & 2nd Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","SUR","LBX, 16:9",24.98,"NR","VAR","TV Classics","1.78:1","883929577897",2017-02-07 00:00:00,298450,2017-01-26 00:00:00,"0"
"Smallville: The Complete 1st & 2nd Seasons (Old Version/ 2004 Release)","Warner Brothers",,"Discontinued","SUR","LBX, 16:9",69.91,"NR","VAR","TV Classics","1.78:1","085393873127",2004-05-25 00:00:00,41770,2017-01-26 00:00:00,"1"
"Smallville: The Complete 1st & 2nd Seasons (Old Version/ 2012 Release)","Warner Brothers",,"Out","SUR","LBX, 16:9",51.88,"NR","VAR","TV Classics","1.78:1","883929233632",2012-01-03 00:00:00,273293,2017-01-26 00:00:00,"1"
"Smallville: The Complete 3rd & 4th Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","2.0","LBX, 16:9",24.98,"NR","VAR","TV Classics","1.78:1","883929578016",2017-02-07 00:00:00,298420,2017-01-26 00:00:00,"0"
"Smallville: The Complete 3rd Season (Special Edition)","Warner Brothers",,"Out","2.0","LBX, 16:9",34.96,"NR","2003","TV Classics","1.78:1","883929046997",2010-10-05 00:00:00,188780,2017-01-26 00:00:00,"1"
"Smallville: The Complete 4th Season (Special Edition)","Warner Brothers",,"Out","2.0","LBX, 16:9",34.96,"NR","2004","TV Classics","1.78:1","883929046980",2010-10-05 00:00:00,188758,2017-01-26 00:00:00,"1"
"Snow White With The Red Hair: Season 2 (DVD & Blu-ray Combo)","FUNimation",2017-04-25 00:00:00,"Pending","SUB","LBX, 16:9, BLU-RAY",64.98,"MA13","2016","Anime","1.78:1","704400070617",2017-04-25 00:00:00,298456,2017-01-26 00:00:00,"0"
"Snowden (Blu-ray/ Rental Ready)","Universal",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",34.98,"R","2016","Drama","2.35:1","025192343582",2017-01-24 00:00:00,295542,2017-01-24 00:00:00,"1"
"Snowden (Rental Ready)","Universal",,"Out","5.1","LBX, 16:9",29.98,"R","2016","Drama","2.35:1","025192343575",2017-01-24 00:00:00,295562,2017-01-24 00:00:00,"1"
"South Park: Bigger Longer & Uncut (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","1999","Animation","1.85:1","032429258205",2017-01-24 00:00:00,296715,2017-01-24 00:00:00,"1"
"South Park: Bigger, Longer & Uncut (Paramount) / Team America: World Police","Paramount",,"Out","5.1","LBX, 16:9",12.99,"R","VAR","Animation","1.85:1","032429261540",2017-01-24 00:00:00,295484,2017-01-24 00:00:00,"1"
"Stephen King Collection (Paramount): Dead Zone (1983) / Pet Sematary / Silver Bullet / Graveyard Shift","Paramount",,"Out","5.1","LBX, 16:9",14.99,"R","VAR","Horror","1.85:1","032429258229",2017-01-24 00:00:00,296685,2017-01-24 00:00:00,"1"
"Stranded In Paradise","Hallmark Entertainment",2017-03-14 00:00:00,"Pending","2.0","LBX, 16:9",14.93,"NR","2014","Comedy","1.78:1","883476151205",2017-03-14 00:00:00,298485,2017-01-29 00:00:00,"0"
"Sugar Mountain","Screen Media Films",,"Out","2.0","LBX, 16:9",24.98,"NR","2016","Thriller","1.85:1","814838014647",2017-01-24 00:00:00,296526,2017-01-24 00:00:00,"1"
"Sugar Mountain (Blu-ray)","Screen Media Films",,"Out","2.0","LBX, 16:9, BLU-RAY",24.98,"NR","2016","Thriller","1.85:1","814838014654",2017-01-24 00:00:00,296513,2017-01-24 00:00:00,"1"
"Supernatural (2005): The Complete 1st & 2nd Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","5.1","LBX, 16:9",39.99,"NR","VAR","TV Classics","1.78:1","883929577903",2017-02-07 00:00:00,298475,2017-01-26 00:00:00,"0"
"Supernatural (2005): The Complete 1st & 2nd Seasons (Old Version/ 2015 Release)","Warner Brothers",,"Out","5.1","LBX, 16:9",49.98,"NR","VAR","TV Classics","1.78:1","883929455904",2015-03-03 00:00:00,275416,2017-01-26 00:00:00,"1"
"Supernatural (2005): The Complete 3rd & 4th Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","5.1","LBX, 16:9",39.99,"NR","VAR","TV Classics","1.78:1","883929578023",2017-02-07 00:00:00,298441,2017-01-26 00:00:00,"0"
"Supernatural (2005): The Complete 5th & 6th Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","5.1","LBX, 16:9",39.99,"NR","VAR","TV Classics","1.78:1","883929578030",2017-02-07 00:00:00,298451,2017-01-26 00:00:00,"0"
"Surprised By Love","Hallmark Entertainment",2017-03-14 00:00:00,"Pending","2.0","LBX, 16:9",14.93,"NR","2015","Comedy","1.78:1","883476151427",2017-03-14 00:00:00,298495,2017-01-29 00:00:00,"0"
"Tank 432","Shout! Factory",2017-04-04 00:00:00,"Pending","2.0","LBX, 16:9",14.98,"NR","2015","Horror","2.40:1","826663174427",2017-04-04 00:00:00,298398,2017-01-24 00:00:00,"0"
"Tank 432 (Blu-ray)","Shout! Factory",2017-04-04 00:00:00,"Pending","2.0","LBX, 16:9, BLU-RAY",14.98,"NR","2015","Horror","2.40:1","826663174434",2017-04-04 00:00:00,298391,2017-01-24 00:00:00,"0"
"Tedeschi Trucks Band: Live From The Oakland Fox (Blu-ray/CD Combo)","Fantasy Records",2017-03-10 00:00:00,"Pending","5.1","LBX, 16:9, BLU-RAY",29.98,"NR","2017","Music","1.78:1","888072023192",2017-03-10 00:00:00,298477,2017-01-29 00:00:00,"0"
"Tedeschi Trucks Band: Live From The Oakland Fox (DVD/CD Combo/ CD Case)","Fantasy Records",2017-03-10 00:00:00,"Pending","5.1","LBX, 16:9",27.98,"NR","2017","Music","1.78:1","888072023161",2017-03-10 00:00:00,298500,2017-01-29 00:00:00,"0"
"Teen Titans Go!: Season 3, Part 2: Get In, Pig Out","Warner Brothers",,"Out","2.0","LBX, 16:9",18.94,"NR","2016","Animation","1.78:1","883929546107",2017-01-24 00:00:00,297205,2017-01-24 00:00:00,"1"
"Ten Commandments (1956/ Paramount)","Paramount",,"Out","5.1","LBX, 16:9",14.99,"G","1956","Drama","1.66:1","032429258328",2017-01-24 00:00:00,296718,2017-01-24 00:00:00,"1"
"Ten Commandments (1956/ Paramount) / Samson And Delilah (1949)","Paramount",,"Out","VAR","LBX, 16:9",16.99,"VAR","VAR","VAR","VAR","032429261595",2017-01-24 00:00:00,295486,2017-01-24 00:00:00,"1"
"To Tell The Truth: Working For Change","Icarus Films",2017-03-14 00:00:00,"Pending","2.0","LBX, 16:9",29.98,"NR","2012","Documentary","1.78:1","854565002005",2017-03-14 00:00:00,298409,2017-01-24 00:00:00,"0"
"Tom And Jerry: Follow That Duck","Warner Brothers",2017-03-07 00:00:00,"Pending","2.0","4:3",12.97,"NR","UNK","Animation","1.33:1","883929586080",2017-03-07 00:00:00,298503,2017-01-29 00:00:00,"0"
"Too Cool For School (Paramount): The John Hughes Collection: Pretty In Pink / Ferris Bueller's Day Off / ...","Paramount",,"Out","5.1","LBX, 16:9",14.99,"PG-13","VAR","Comedy","1.85:1","032429264145",2017-01-24 00:00:00,296723,2017-01-24 00:00:00,"1"
"Top Five (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2014","Comedy","2.35:1","032429258397",2017-01-24 00:00:00,296738,2017-01-24 00:00:00,"1"
"Trading Places (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","1983","Comedy","1.85:1","032429258410",2017-01-24 00:00:00,296727,2017-01-24 00:00:00,"1"
"Trespass Against Us","Lions Gate",2017-03-07 00:00:00,"Pending","5.1","LBX, 16:9",19.98,"R","2016","Action/Adventure","2.35:1","031398259718",2017-03-07 00:00:00,298418,2017-01-26 00:00:00,"0"
"Trespass Against Us (Blu-ray w/ Digital Copy)","Lions Gate",2017-03-07 00:00:00,"Pending","5.1 DTS-HD","LBX, 16:9, BLU-RAY",24.99,"R","2016","Action/Adventure","2.35:1","031398259749",2017-03-07 00:00:00,298476,2017-01-26 00:00:00,"0"
"Triage X: Complete Collection","Sentai FilmWorks",,"Out","SUB","LBX, 16:9",49.98,"MA17","2015","Anime","1.85:1","816726020600",2017-01-24 00:00:00,295906,2017-01-24 00:00:00,"1"
"Triage X: Complete Collection (Blu-ray)","Sentai FilmWorks",,"Out","SUB","LBX, 16:9, BLU-RAY",59.98,"MA17","2015","Anime","1.85:1","816726020501",2017-01-24 00:00:00,295913,2017-01-24 00:00:00,"1"
"Tropic Thunder","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2008","Comedy","2.35:1","032429258434",2017-01-24 00:00:00,296694,2017-01-24 00:00:00,"1"
"Tropic Thunder (Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",12.99,"R","2008","Comedy","2.35:1","032429258441",2017-01-24 00:00:00,296668,2017-01-24 00:00:00,"1"
"Truth Or Dare","Invincible Pictures",,"Out","2.0","LBX, 16:9",24.98,"NR","2013","Horror","1.85:1","804879587040",2017-01-24 00:00:00,297159,2017-01-24 00:00:00,"1"
"Urban Rap Star 4 Movie Collection: Hustle & Flow / Juice / Get Rich Or Die Tryin' / Tupac: Resurrection","Paramount",,"Out","5.1","LBX, 16:9",14.99,"R","VAR","VAR","VAR","032429261458",2017-01-24 00:00:00,295495,2017-01-24 00:00:00,"1"
"USS Indianapolis: Men Of Courage (Blu-ray w/ Digital Copy)","Lions Gate",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",24.99,"R","2016","War","1.85:1","031398257813",2017-01-24 00:00:00,296949,2017-01-24 00:00:00,"1"
"USS Indianapolis: Men Of Courage (w/ Digital Copy)","Lions Gate",,"Out","5.1","LBX, 16:9",19.98,"R","2016","War","1.85:1","031398257783",2017-01-24 00:00:00,296947,2017-01-24 00:00:00,"1"
"Vessel (2016)","Strand",,"Out","5.1","LBX, 16:9",24.99,"PG-13","2016","Drama","2.00:1","712267362028",2017-01-24 00:00:00,297015,2017-01-24 00:00:00,"1"
"Vessel (Blu-ray)","Strand",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",29.99,"PG-13","2016","Drama","2.00:1","712267362035",2017-01-24 00:00:00,296982,2017-01-24 00:00:00,"1"
"Vice Principals + Eastbound & Down: The 1st Seasons","HBO",2017-02-07 00:00:00,"Pending","2.0","LBX, 16:9",29.98,"NR","VAR","TV Classics","1.78:1","883929582563",2017-02-07 00:00:00,298411,2017-01-24 00:00:00,"0"
"Wagon Tracks","Olive Films",,"Out","SIL","4:3",19.95,"NR","1919","Silent","1.33:1","887090131513",2017-01-24 00:00:00,297112,2017-01-24 00:00:00,"1"
"Wagon Tracks (Blu-ray)","Olive Films",,"Out","SIL","4:3, BLU-RAY",24.95,"NR","1919","Silent","1.33:1","887090131612",2017-01-24 00:00:00,297126,2017-01-24 00:00:00,"1"
"Warriors (1979/ Paramount/ Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",12.99,"R","1979","Action/Adventure","2.35:1","032429258540",2017-01-24 00:00:00,296679,2017-01-24 00:00:00,"1"
"We Go Together (Paramount/ 2-Pack): Grease (Widescreen) / Grease 2","Paramount",,"Out","5.1","LBX, 16:9",12.99,"VAR","VAR","Musical","2.35:1","032429261472",2017-01-24 00:00:00,296704,2017-01-24 00:00:00,"1"
"What Makes You Happy: A DVD Study","Zondervan",,"Out","2.0","4:3",26.99,"NR","2017","Special Interest","1.33:1","9780310085010",2017-01-24 00:00:00,293111,2017-01-24 00:00:00,"1"
"When Calls The Heart: Heart Of Truth","Shout! Factory",2017-04-18 00:00:00,"Pending","2.0","LBX, 16:9",14.93,"NR","2017","Drama","1.78:1","826663174625",2017-04-18 00:00:00,298383,2017-01-24 00:00:00,"0"
"Wicked Woods (a.k.a. Perfidia/ Blu-ray/ On Demand DVD-R)","FilmRise",,"Out","2.0","LBX, 16:9, BLU-RAY",24.99,"NR","2014","Foreign","1.66:1","889290632777",2017-01-10 00:00:00,298389,2017-01-24 00:00:00,"0"
