"DVD_Title","Studio","Released","Status","Sound","Versions","Price","Rating","Year","Genre","Aspect","UPC","DVD_ReleaseDate","ID","Timestamp","Updated"
"Gambler (2014/ Paramount)","Paramount",,"Out","5.1","LBX, 16:9",12.99,"R","2014","Drama","2.35:1","032429256973",2017-01-24 00:00:00,296614,2017-01-24 00:00:00,"1"
"Gambler (2014/ Paramount/ Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",15.99,"R","2014","Drama","2.35:1","032429256980",2017-01-24 00:00:00,296601,2017-01-24 00:00:00,"1"
"Garo: Crimson Moon: Season 2, Part 1 (DVD & Blu-ray Combo)","FUNimation",,"Out","SUB","LBX, 16:9, BLU-RAY",64.98,"MA17","2015","Anime","1.78:1","704400016837",2017-01-24 00:00:00,296427,2017-01-24 00:00:00,"1"
"German Angst (Blu-ray/ On Demand DVD-R)","FilmRise",,"Out","2.0","LBX, 16:9, BLU-RAY",24.99,"NR","2015","Foreign","2.35:1","889290632845",2017-01-10 00:00:00,298404,2017-01-24 00:00:00,"0"
"German Angst (On Demand DVD-R)","FilmRise",,"Out","2.0","LBX, 16:9",18.99,"NR","2015","Foreign","2.35:1","889290632746",2017-01-10 00:00:00,298401,2017-01-24 00:00:00,"0"
"Get Rich Or Die Tryin' (Paramount/ Widescreen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2005","Drama","2.35:1","032429257000",2017-01-24 00:00:00,296579,2017-01-24 00:00:00,"1"
"Ghost (1990/ Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","1990","Drama","1.85:1","032429257024",2017-01-24 00:00:00,296555,2017-01-24 00:00:00,"1"
"Gilmore Girls: The Complete 1st & 2nd  Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","2.0","4:3",24.98,"NR","VAR","TV Classics","1.33:1","883929577859",2017-02-07 00:00:00,298443,2017-01-26 00:00:00,"0"
"Gilmore Girls: The Complete 1st & 2nd Seasons (Old Version/ 2004 Release)","Warner Brothers",,"Discontinued","2.0","4:3",79.72,"NR","VAR","TV Classics","1.33:1","012569593619",2004-12-07 00:00:00,50648,2017-01-26 00:00:00,"1"
"Gilmore Girls: The Complete 1st & 2nd Seasons (Old Version/ 2010 Release)","Warner Brothers",,"Discontinued","2.0","4:3",39.22,"NR","VAR","TV Classics","1.33:1","883929165476",2010-12-21 00:00:00,194050,2017-01-26 00:00:00,"1"
"Gilmore Girls: The Complete 1st & 2nd Seasons (Old Version/ 2012 Release)","Warner Brothers",,"Discontinued","2.0","4:3",39.22,"NR","VAR","TV Classics","1.33:1","883929240654",2012-03-06 00:00:00,222135,2017-01-26 00:00:00,"1"
"Girls Rock!: Mean Girls / Clueless","Paramount",,"Out","5.1","LBX, 16:9",12.99,"PG-13","VAR","Comedy","1.85:1","032429261557",2017-01-24 00:00:00,296636,2017-01-24 00:00:00,"1"
"Gladiator (2000/ DreamWorks)","DreamWorks",,"Out","5.1","LBX, 16:9",12.99,"R/UR","2000","Action/Adventure","2.35:1","032429257048",2017-01-24 00:00:00,296593,2017-01-24 00:00:00,"1"
"Gladiator (2000/ DreamWorks/ Blu-ray)","DreamWorks",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",15.99,"R/UR","2000","Action/Adventure","2.35:1","032429257055",2017-01-24 00:00:00,296594,2017-01-24 00:00:00,"1"
"Godkiller: Walk Among Us #1","Halo 8",,"Discontinued","2.0","LBX, 16:9",9.95,"NR","2009","Animation","1.85:1","856594001349",2009-10-06 00:00:00,164017,2017-01-24 00:00:00,"1"
"Godkiller: Walk Among Us #1 (Cancelled)","Halo 8",,"Cancelled","2.0","LBX",9.95,"NR","2009","Animation","1.78:1","856594001066",2009-09-29 00:00:00,157627,2017-01-24 00:00:00,"1"
"Gone With The Wind (Warner Brothers/ 70th Anniversary Edition/ 2-Disc)","Warner Brothers",2017-01-31 00:00:00,"Pending","5.1","4:3",24.98,"NR","1939","Drama","1.37:1","883929269594",2017-01-31 00:00:00,298449,2017-01-26 00:00:00,"0"
"Gone With The Wind (Warner Brothers/ 70th Anniversary/ 2-Disc/ Old Version)","Warner Brothers",,"Out","5.1","4:3",24.98,"NR","1939","Drama","1.37:1","883929057436",2009-11-17 00:00:00,168823,2017-01-26 00:00:00,"1"
"Grease (Paramount/ Widescreen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","1978","Musical","2.35:1","032429257086",2017-01-24 00:00:00,296583,2017-01-24 00:00:00,"1"
"Grease (Paramount/ Widescreen/ Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",12.99,"PG-13","1978","Musical","2.35:1","032429257093",2017-01-24 00:00:00,296613,2017-01-24 00:00:00,"1"
"Groovy Joe: Ice Cream & Dinosaurs & More Dino Tales","Scholastic",,"Out","2.0","4:3",14.93,"NR","VAR","Family","1.33:1","883476152509",2017-01-24 00:00:00,296296,2017-01-24 00:00:00,"1"
"Guardians Of Oz (w/ Digital Copy)","Lions Gate",,"Out","5.1","LBX, 16:9",19.98,"PG","2015","Animation","1.85:1","031398257776",2017-01-24 00:00:00,296938,2017-01-24 00:00:00,"1"
"Guilt Trip (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2012","Comedy","2.35:1","032429257109",2017-01-24 00:00:00,296584,2017-01-24 00:00:00,"1"
"Handmaiden","Sony Pictures",,"Out","SUB","LBX, 16:9",30.99,"NR","2016","Foreign","2.35:1","043396492783",2017-01-24 00:00:00,296733,2017-01-24 00:00:00,"1"
"Hansel & Gretel: Witch Hunters (Paramount/ R-Rated & Unrated Versions/ Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",12.99,"R/UR","2013","Fantasy","2.35:1","032429257130",2017-01-24 00:00:00,296598,2017-01-24 00:00:00,"1"
"Hansel & Gretel: Witch Hunters (Paramount/ R-Rated Version)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2013","Fantasy","2.35:1","032429257123",2017-01-24 00:00:00,296610,2017-01-24 00:00:00,"1"
"Hardlopen: Biomechanica En Inspanningsfysiologie Praktisch Toegepast (Book w/ DVD)","Bohn Stafleu Van Loghum",,"Out","2.0","4:3",129,"NR","2017","Special Interest","1.33:1","9789036816083",2017-01-28 00:00:00,293984,2017-01-24 00:00:00,"1"
"Havenhurst","Passion River",2017-03-07 00:00:00,"Pending","2.0","LBX, 16:9",19.99,"NR","2016","Horror","1.85:1","602573215319",2017-03-07 00:00:00,298468,2017-01-26 00:00:00,"0"
"Hieronymus Bosch: Touched By The Devil","Kino Lorber",,"Out","2.0","LBX, 16:9",29.95,"NR","2015","Documentary","1.78:1","738329210625",2017-01-24 00:00:00,297130,2017-01-24 00:00:00,"1"
"Honor Student","House Lights Media",,"Out","2.0","LBX, 16:9",19.99,"NR","2014","Suspense/Thriller","1.78:1","855332003263",2017-01-24 00:00:00,296503,2017-01-24 00:00:00,"1"
"Hooperman: Season 1","Olive Films",,"Out","2.0","4:3",34.95,"NR","1987","TV Classics","1.33:1","887090130714",2017-01-24 00:00:00,297123,2017-01-24 00:00:00,"1"
"Hooperman: Season 2","Olive Films",,"Out","2.0","4:3",34.95,"NR","1988","TV Classics","1.33:1","887090130813",2017-01-24 00:00:00,297134,2017-01-24 00:00:00,"1"
"Hot Tub Time Machine 2","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2015","Comedy","2.35:1","032429257154",2017-01-24 00:00:00,296573,2017-01-24 00:00:00,"1"
"Hotel For Dogs (DreamWorks/ Widescreen)","DreamWorks",,"Out","5.1","LBX, 16:9",6.99,"PG","2009","Comedy","1.85:1","032429257178",2017-01-24 00:00:00,296592,2017-01-24 00:00:00,"1"
"How To Lose A Guy In 10 Days (Paramount/ Widescreen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2003","Comedy","1.85:1","032429257192",2017-01-24 00:00:00,296576,2017-01-24 00:00:00,"1"
"Hugo (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG","2011","Family","1.85:1","032429257215",2017-01-24 00:00:00,296565,2017-01-24 00:00:00,"1"
"Hustle & Flow (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"R","2005","Drama","1.85:1","032429257246",2017-01-24 00:00:00,296568,2017-01-24 00:00:00,"1"
"I Am Michael","Passion River",2017-03-07 00:00:00,"Pending","2.0","LBX, 16:9",24.95,"NR","2015","Drama","1.85:1","602573165027",2017-03-07 00:00:00,298424,2017-01-26 00:00:00,"0"
"I'm Not Ashamed","Universal",,"Out","5.1","LBX, 16:9",24.98,"PG-13","2016","Drama","1.85:1","025192390517",2017-01-24 00:00:00,297101,2017-01-24 00:00:00,"1"
"I'm Not Ashamed (DVD & Blu-ray Combo w/ Digital Copy)","Universal",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",29.98,"PG-13","2016","Drama","1.85:1","025192390500",2017-01-24 00:00:00,297083,2017-01-24 00:00:00,"1"
"Ice Age: The Great Egg-Scapade","Fox",2017-03-07 00:00:00,"Pending","5.1","LBX, 16:9",6.98,"NR","2016","Animation","1.78:1","024543384236",2017-03-07 00:00:00,298422,2017-01-26 00:00:00,"0"
"In Dubious Battle","Momentum Pictures",2017-03-21 00:00:00,"Pending","5.1","LBX, 16:9",17.99,"R","2016","Drama","2.35:1","741952828396",2017-03-21 00:00:00,298491,2017-01-29 00:00:00,"0"
"In Dubious Battle (DVD & Blu-ray Combo w/ Digital Copy)","Momentum Pictures",2017-03-21 00:00:00,"Pending","5.1 DTS-HD","LBX, 16:9, BLU-RAY",19.99,"R","2016","Drama","2.35:1","741952836698",2017-03-21 00:00:00,298505,2017-01-29 00:00:00,"0"
"Inferno (2016)","Sony Pictures",,"Out","2.0","LBX, 16:9",30.99,"PG-13","2016","Action/Adventure","1.85:1","043396471191",2017-01-24 00:00:00,296634,2017-01-24 00:00:00,"1"
"Inferno (2016/ Blu-ray 4K w/ Digital Copy)","Sony Pictures",,"Out","2.0","LBX, 16:9, BLU-RAY",45.99,"PG-13","2016","Action/Adventure","1.85:1","043396474154",2017-01-24 00:00:00,296648,2017-01-24 00:00:00,"1"
"Inferno (2016/ Blu-ray w/ Digital Copy)","Sony Pictures",,"Out","2.0","LBX, 16:9, BLU-RAY",34.99,"PG-13","2016","Action/Adventure","1.85:1","043396471184",2017-01-24 00:00:00,296659,2017-01-24 00:00:00,"1"
"Infinite Stratos 2 (Blu-ray/ Premium Box Set/ Limited Edition)","Sentai FilmWorks",,"Out","SUB","LBX, 16:9, BLU-RAY",219.98,"MA13","2013","Anime","1.85:1","816726020006",2017-01-24 00:00:00,295896,2017-01-24 00:00:00,"1"
"Insecure: The Complete 1st Season","HBO",2017-03-21 00:00:00,"Pending","2.0","LBX, 16:9",19.98,"NR","2016","TV Classics","1.78:1","883929579891",2017-03-21 00:00:00,298397,2017-01-24 00:00:00,"0"
"Insecure: The Complete 1st Season (Blu-ray)","HBO",2017-03-21 00:00:00,"Pending","2.0","LBX, 16:9, BLU-RAY",24.98,"NR","2016","TV Classics","1.78:1","883929579907",2017-03-21 00:00:00,298406,2017-01-24 00:00:00,"0"
"Inspector Lynley Mysteries (BBC Home Video): Remastered Series, Vol. 2","BBC Home Video",2017-03-14 00:00:00,"Pending","2.0","LBX, 16:9",49.99,"NR","2002","TV Classics","1.78:1","883929569908",2017-03-14 00:00:00,298483,2017-01-29 00:00:00,"0"
"Interplanetary (Pop Cinema/ Special Edition)","Pop Cinema",,"Out","2.0","LBX, 16:9",14.99,"NR","2008","SciFi","1.85:1","812073022175",2017-01-24 00:00:00,297212,2017-01-24 00:00:00,"1"
"Interstellar (Paramount)","Paramount",,"Out","5.1","LBX, 16:9",15.99,"PG-13","2014","SciFi","2.35:1","032429257284",2017-01-24 00:00:00,296644,2017-01-24 00:00:00,"1"
"Interstellar (Paramount/ Blu-ray)","Paramount",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",21.99,"PG-13","2014","SciFi","2.35:1","032429257291",2017-01-24 00:00:00,296660,2017-01-24 00:00:00,"1"
"Into The Night (Shout! Factory/ Blu-ray)","Shout! Factory",2017-04-04 00:00:00,"Pending","2.0","LBX, 16:9, BLU-RAY",27.99,"R","1985","Comedy","1.85:1","826663174496",2017-04-04 00:00:00,298498,2017-01-29 00:00:00,"0"
"Into The Night (Universal)","Universal",,"Out","2.0","LBX",14.98,"R","1985","Comedy/Drama","1.85:1","025192122323",2003-09-02 00:00:00,29232,2017-01-29 00:00:00,"1"
"Isle Of The Dead (1945) / Bedlam","Warner Brothers",,"Discontinued","2.0","4:3",19.97,"NR","VAR","Horror","1.33:1","053939724226",2005-10-04 00:00:00,67429,2017-01-26 00:00:00,"1"
"Isle Of The Dead (1945) / Bedlam (Archive Collection/ On Demand DVD-R)","Warner Brothers Digital Dist.",,"Out","2.0","4:3",17.99,"NR","VAR","Horror","1.33:1","888574444921",2016-09-27 00:00:00,295218,2017-01-26 00:00:00,"1"
"Isle Of The Dead (2016/ On Demand DVD-R)","Sony Pictures",2017-03-07 00:00:00,"Pending","2.0","LBX, 16:9",20.95,"NR","2016","Horror","1.78:1","043396475786",2017-03-07 00:00:00,298452,2017-01-26 00:00:00,"0"
"Isolated","Passion River",,"Out","2.0","LBX, 16:9",19.99,"NR","2013","Documentary","1.85:1","602573177655",2017-01-24 00:00:00,297117,2017-01-24 00:00:00,"1"
"Jackie","Fox",2017-03-07 00:00:00,"Pending","5.1","LBX, 16:9",29.98,"R","2016","Drama","1.66:1","024543351986",2017-03-07 00:00:00,298439,2017-01-26 00:00:00,"0"
"Jackie (DVD & Blu-ray Combo w/ Digital Copy)","Fox",2017-03-07 00:00:00,"Pending","5.1 DTS-HD","LBX, 16:9, BLU-RAY",39.99,"R","2016","Drama","1.66:1","024543352013",2017-03-07 00:00:00,298467,2017-01-26 00:00:00,"0"
"Jamie Foxx Show: The Complete 2nd Season (On Demand DVD-R)","Warner Brothers Digital Dist.",2017-03-07 00:00:00,"Pending","2.0","LBX, 16:9",29.98,"NR","1997","TV Classics","1.78:1","888574470135",2017-03-07 00:00:00,298499,2017-01-29 00:00:00,"0"
"Jetsons & WWE: Robo-WrestleMania!","Warner Brothers",2017-03-14 00:00:00,"Pending","2.0","LBX, 16:9",19.98,"NR","2017","Animation","1.78:1","883929554430",2017-03-14 00:00:00,298394,2017-01-24 00:00:00,"0"
"John Apple Jack","Skycorner Entertainment",2017-02-14 00:00:00,"Pending","2.0","LBX, 16:9",19.98,"UR","2013","Late Night","1.78:1","663390001585",2017-02-14 00:00:00,298473,2017-01-26 00:00:00,"0"
"Journal Of A Crime (Archive Collection/ On Demand DVD-R)","Warner Brothers Digital Dist.",2017-01-31 00:00:00,"Pending","2.0","4:3",21.99,"NR","1934","Drama","1.33:1","888574462079",2017-01-31 00:00:00,298453,2017-01-26 00:00:00,"0"
"Jungle Book (2016/ Blu-ray 3D/ DVD & Blu-ray Combo/ Collector's Edition w/ Digital Copy)","Buena Vista",,"Out","7.1 DTS-HD","LBX, 16:9, BLU-RAY",39.99,"PG","2016","Family","1.78:1","786936851700",2016-11-15 00:00:00,291034,2017-01-24 00:00:00,"1"
"Kung Fu Trailers Of Fury","Severin",,"Out","SUB","LBX, 16:9",19.98,"NR","2016","Foreign","VAR","663390000878",2016-03-01 00:00:00,288689,2017-01-26 00:00:00,"1"
"Kung Fu Trailers Of Fury (Blu-ray)","Severin",,"Out","SUB","LBX, 16:9, BLU-RAY",24.98,"NR","2016","Foreign","VAR","663390000984",2016-03-01 00:00:00,288686,2017-01-26 00:00:00,"1"
"Lara Croft: Tomb Raider (Paramount) / Lara Croft: Tomb Raider The Cradle Of Life (Blu-ray/ Gift Set)","Paramount",,"Out","5.1","LBX, 16:9, BLU-RAY",14.99,"PG-13","VAR","Action/Adventure","2.35:1","032429262615",2017-01-24 00:00:00,296639,2017-01-24 00:00:00,"1"
"Legend Of Bruce Lee (2008), Vol. 1","Well Go USA",,"Out","SUB","LBX, 16:9",24.98,"NR","2008","Foreign","1.85:1","812491017562",2016-11-01 00:00:00,294876,2017-01-29 00:00:00,"1"
"Legend Of Bruce Lee (2008), Vol. 2","Well Go USA",2017-04-04 00:00:00,"Pending","SUB","4:3",24.98,"NR","2008","Foreign","1.33:1","812491017579",2017-04-04 00:00:00,298504,2017-01-29 00:00:00,"0"
"Legend Of Bruce Lee (2010)","Lions Gate",,"Out","SUB","LBX, 16:9",14.98,"PG-13","2010","Foreign","1.78:1","031398125396",2010-09-21 00:00:00,185463,2017-01-29 00:00:00,"1"
"Legend Of The Chupacabras","Lions Gate",2017-03-07 00:00:00,"Pending","2.0","LBX, 16:9",19.98,"NR","2016","Animation","1.85:1","031398260400",2017-03-07 00:00:00,298435,2017-01-26 00:00:00,"0"
"LEGO Ninjago: Masters Of Spinjitzu: Season 6: Spellbound","Warner Brothers",2017-03-14 00:00:00,"Pending","2.0","LBX, 16:9",19.98,"NR","2016","Animation","1.78:1","883929567256",2017-03-14 00:00:00,298405,2017-01-24 00:00:00,"0"
"Lemony Snicket's A Series Of Unfortunate Events (Paramount/ Widescreen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG","2004","Family","1.85:1","032429257437",2017-01-24 00:00:00,296656,2017-01-24 00:00:00,"1"
"Let's Go Pocoyo: Playtime","NCircle",2017-04-11 00:00:00,"Pending","2.0","4:3",9.99,"NR","UNK","Family","1.33:1","843501008461",2017-04-11 00:00:00,298484,2017-01-29 00:00:00,"0"
"Light Between Oceans","Buena Vista",,"Out","5.1","LBX, 16:9",29.99,"PG-13","2016","Drama","2.35:1","786936851540",2017-01-24 00:00:00,295096,2017-01-24 00:00:00,"1"
"Light Between Oceans (Blu-ray)","Buena Vista",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",39.99,"PG-13","2016","Drama","2.35:1","786936851526",2017-01-24 00:00:00,295209,2017-01-24 00:00:00,"1"
"Longest Yard (2005/ Paramount/ Widesceen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2005","Comedy","1.85:1","032429257475",2017-01-24 00:00:00,296621,2017-01-24 00:00:00,"1"
"Longmire: The Complete 1st & 2nd Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","5.1","LBX, 16:9",29.98,"NR","VAR","TV Classics","1.78:1","883929578009",2017-02-07 00:00:00,298470,2017-01-26 00:00:00,"0"
"Longmire: The Complete 3rd & 4th Seasons","Warner Brothers",2017-02-07 00:00:00,"Pending","5.1","LBX, 16:9",44.98,"NR","VAR","TV Classics","1.78:1","883929577958",2017-02-07 00:00:00,298474,2017-01-26 00:00:00,"0"
"Love On The Sidelines (On Demand DVD-R)","Hallmark Entertainment",,"Out","2.0","LBX, 16:9",18.98,"NR","2016","Drama","1.78:1","883476152561",2017-01-24 00:00:00,297710,2017-01-24 00:00:00,"1"
"Love Witch","Oscilloscope Pictures",2017-03-14 00:00:00,"Pending","2.0","LBX, 16:9",34.99,"NR","2016","Comedy","1.85:1","857490005370",2017-03-14 00:00:00,298387,2017-01-24 00:00:00,"0"
"Love Witch (Blu-ray)","Oscilloscope Pictures",2017-03-14 00:00:00,"Pending","2.0","LBX, 16:9, BLU-RAY",39.99,"NR","2016","Comedy","1.85:1","857490005387",2017-03-14 00:00:00,298399,2017-01-24 00:00:00,"0"
"Lovesick (2014/ Theatrical Release)","Anchor Bay",,"Out","2.0","LBX, 16:9",9.98,"NR","2014","Comedy","1.85:1","013132630106",2015-05-19 00:00:00,277279,2017-01-26 00:00:00,"1"
"Lovesick (2014/ TV Series): Season 1","BBC Home Video",2017-02-07 00:00:00,"Pending","2.0","LBX, 16:9",24.98,"NR","2014","TV Classics","1.78:1","883929576685",2017-02-07 00:00:00,298445,2017-01-26 00:00:00,"0"
"Lucky's Treasure","Universal",2017-04-04 00:00:00,"Pending","2.0","LBX, 16:9",14.98,"NR","2016","Action/Adventure","1.78:1","191329005965",2017-04-04 00:00:00,298444,2017-01-26 00:00:00,"0"
"Lulu The Bankrobber's Wife","MHz Networks",,"Out","SUB","4:3",39.95,"NR","UNK","Foreign","1.33:1","815047019164",2017-01-24 00:00:00,297547,2017-01-24 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) #1: Daybreak","Anime Works",,"Discontinued","DUB","4:3",29.98,"MA13","1995","Anime","1.33:1","631595100129",2001-08-28 00:00:00,12611,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) #2: Sunrise","Anime Works",,"Discontinued","DUB","4:3",29.98,"MA13","1995","Anime","1.33:1","631595100228",2001-08-28 00:00:00,12671,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) #3: Noon","Anime Works",,"Discontinued","DUB","4:3",29.98,"MA13","1995","Anime","1.33:1","631595100327",2001-08-28 00:00:00,12672,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) #4: Twilight","Anime Works",,"Discontinued","DUB","4:3",29.98,"MA13","1995","Anime","1.33:1","631595100426",2001-08-28 00:00:00,12673,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) #5: Midnight","Anime Works",,"Discontinued","DUB","4:3",29.98,"MA13","1995","Anime","1.33:1","631595100525",2001-08-28 00:00:00,12674,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) 2 #01: Wake","Anime Works",,"Discontinued","SUB","4:3",29.98,"MA13","1998","Anime","1.33:1","631595100679",2003-03-25 00:00:00,26689,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) 2 #02: Rise","Anime Works",,"Discontinued","SUB","4:3",29.98,"MA13","1998","Anime","1.33:1","631595100778",2003-03-25 00:00:00,26726,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) 2 #03: Learn","Anime Works",,"Discontinued","SUB","4:3",29.98,"MA13","1998","Anime","1.33:1","631595100877",2003-03-25 00:00:00,26711,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) 2 #04: Grow","Anime Works",,"Discontinued","SUB","4:3",29.98,"MA13","1998","Anime","1.33:1","631595100976",2003-03-25 00:00:00,26807,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) 2 #05 - 10","Anime Works",,"Discontinued","SUB","4:3",44.94,"MA13","1998","Anime","1.33:1","631595099171",2010-09-07 00:00:00,179663,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) 2 #05: Sleep","Anime Works",,"Out","SUB","4:3",29.98,"MA13","1998","Anime","1.33:1","631595101072",2003-03-25 00:00:00,26735,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) 2 #06: Dream","Anime Works",,"Discontinued","SUB","4:3",29.98,"MA13","1998","Anime","1.33:1","631595101171",2003-03-25 00:00:00,26734,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works) 2 #07: Live","Anime Works",,"Discontinued","SUB","4:3",29.98,"MA13","1998","Anime","1.33:1","631595101270",2003-03-25 00:00:00,26809,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works): DVD Memorial Box #1: Season 1","Anime Works",,"Discontinued","SUB","4:3",149.7,"MA13","1997","Anime","1.33:1","631595008326",2000-05-23 00:00:00,8215,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works): DVD Memorial Box #2: Season 2","Anime Works",,"Discontinued","SUB","4:3",199.8,"MA13","1998","Anime","1.33:1","631595017274",2001-05-15 00:00:00,11009,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works): TV Series Season 1 & 2: The World Of Magic Knight Rayearth (Anime Works)","Anime Works",,"Discontinued","SUB","4:3",59.94,"MA13","VAR","Anime","1.33:1","631595066579",2006-12-05 00:00:00,97622,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works): TV Series Season 1 (Economy Box)","Anime Works",,"Discontinued","SUB","4:3",39.96,"MA13","1994","Anime","1.33:1","631595053371",2005-06-14 00:00:00,62356,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works): TV Series Season 2 (Economy Box)","Anime Works",,"Discontinued","SUB","4:3",44.94,"MA13","1995","Anime","1.33:1","631595054576",2005-08-16 00:00:00,66810,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Anime Works): TV Series: Season 1, Vol. 1 - 4","Anime Works",,"Discontinued","SUB","4:3",39.96,"MA13","1994","Anime","1.33:1","631595092677",2010-04-27 00:00:00,165238,2017-01-26 00:00:00,"1"
"Magic Knight Rayearth (Discotek Media): Complete Collection","Discotek Media",2017-01-31 00:00:00,"Pending","SUB","4:3",99.95,"MA13","VAR","Anime","1.33:1","875707097093",2017-01-31 00:00:00,298446,2017-01-26 00:00:00,"0"
"Mariah's World: Season 1","Universal",2017-04-11 00:00:00,"Pending","5.1","LBX, 16:9",22.98,"NR","2016","TV Classics","1.78:1","025192401176",2017-04-11 00:00:00,298438,2017-01-26 00:00:00,"0"
"Mark Wahlberg Collection: The Fighter / Four Brothers / Shooter","Paramount",,"Out","5.1","LBX, 16:9",14.99,"R","VAR","VAR","VAR","032429261410",2017-01-24 00:00:00,296652,2017-01-24 00:00:00,"1"
"Mean Girls (Paramount/ Widescreen)","Paramount",,"Out","5.1","LBX, 16:9",6.99,"PG-13","2004","Comedy","1.85:1","032429257529",2017-01-24 00:00:00,296629,2017-01-24 00:00:00,"1"
"Men's Club (1986)","Olive Films",,"Out","2.0","LBX, 16:9",24.95,"R","1986","Drama","1.85:1","887090131315",2017-01-24 00:00:00,297612,2017-01-24 00:00:00,"1"
"Men's Club (1986/ Blu-ray)","Olive Films",,"Out","2.0","LBX, 16:9, BLU-RAY",29.95,"R","1986","Drama","1.85:1","887090131414",2017-01-24 00:00:00,297597,2017-01-24 00:00:00,"1"
"Miraculous: Tales Of Ladybug & Cat Noir: It's Ladybug!","Shout! Factory",2017-04-11 00:00:00,"Pending","2.0","LBX, 16:9",14.98,"NR","UNK","Animation","1.78:1","826663174502",2017-04-11 00:00:00,298386,2017-01-24 00:00:00,"0"
"Mondo Weirdo / Vampiros Sexos (DVD/CD & Blu-ray Combo)","Cult Epics",2017-03-14 00:00:00,"Pending","SUB","4:3, BLU-RAY",39.95,"NR","VAR","Foreign","1.37:1","881190014998",2017-03-14 00:00:00,298388,2017-01-24 00:00:00,"0"
"Monster High: Electrified","Universal",2017-03-28 00:00:00,"Pending","5.1","LBX, 16:9",19.98,"NR","2017","Animation","1.78:1","025192379727",2017-03-28 00:00:00,298414,2017-01-26 00:00:00,"0"
"Monster High: Electrified (DVD & Blu-ray Combo w/ Digital Copy)","Universal",2017-03-28 00:00:00,"Pending","5.1 DTS-HD","LBX, 16:9, BLU-RAY",22.98,"NR","2017","Animation","1.78:1","025192379741",2017-03-28 00:00:00,298469,2017-01-26 00:00:00,"0"
"Month Of Sundays (2015)","Monterey",,"Out","2.0","LBX, 16:9",26.95,"NR","2015","Comedy","1.85:1","012233002324",2017-01-24 00:00:00,296946,2017-01-24 00:00:00,"1"
"Mrs. Bradley Mysteries: Complete Series","BBC Home Video",2017-02-07 00:00:00,"Pending","2.0","LBX, 16:9",34.98,"NR","VAR","TV Classics","1.78:1","883929297863",2017-02-07 00:00:00,298454,2017-01-26 00:00:00,"0"
"Must Love Dogs (Pan & Scan)","Warner Brothers",,"Discontinued","2.0","4:3 P&S",5.97,"PG-13","2005","Comedy","1.33:1","012569593442",2005-12-20 00:00:00,74178,2017-01-26 00:00:00,"1"
"Must Love Dogs (Widescreen)","Warner Brothers",,"Out","2.0","LBX, 16:9",5.97,"PG-13","2005","Comedy","2.35:1","012569593459",2005-12-20 00:00:00,74275,2017-01-26 00:00:00,"1"
